Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
620,2.364692782,6.08884843,6.287515888,77.44203634,86.72084108,1
825,2.922278349,13.23024996,3.007004863,76.94792473,82.77450891,1
1022,2.661487956,5.247991944,2.751079835,77.45959518,81.89869145,0
926,4.023769238,8.906980285,1.753711485,78.0350559,81.44759226,0
758,3.635972587,8.612593784,4.991061475,74.05083088,71.84318481,1
972,3.124232356,6.55484719,1.894651507,80.57275947,76.7366545,1
857,2.627536856,8.841238073,1.130811088,80.19814912,68.38612052,1
487,2.730183276,6.292672943,2.798752427,73.76179881,83.35536469,1
1115,2.463577441,6.764073064,2.657332067,76.22941591,92.48542486,1
515,3.706904793,6.084795772,4.738293787,75.75121219,90.41211714,0
597,3.493870602,4.278637675,2.152846323,84.69115623,76.26166113,0
625,3.517157573,9.034119024,1.701085868,75.06471705,80.70102248,0
749,3.379444696,4.377735519,3.01599996,77.04793318,88.56364643,0
854,3.046016219,6.861040033,1.252787142,73.3924751,87.65516827,1
943,2.042534312,3.918224186,2.121771168,76.98620316,74.21079351,1
610,3.705537579,4.3482593,3.500529827,76.0666096,79.74963558,1
749,2.501936298,6.059382117,2.913547518,81.35115288,85.47677947,1
610,4.2297995,5.423975313,3.072546979,76.69250408,79.41828425,0
349,3.025147954,8.336019652,2.979572589,77.12870136,87.0391479,1
891,2.850595794,8.154000795,2.811349498,83.80086783,76.8618104,1
464,4.664719351,6.966060414,4.725405337,77.45677071,79.12725534,1
955,2.395127241,6.369332885,1.982329054,74.62443292,80.34982259,1
771,2.309491252,8.236677858,4.619532469,76.95876619,77.39956534,1
871,3.191390746,9.358875191,1.294105577,75.35611362,80.56448171,1
1052,3.541472809,7.530830046,1.432205129,87.06978827,87.81398362,1
675,1.93262479,6.730166895,1.345991918,76.57030184,82.55235813,1
1034,2.199228099,13.75657686,2.151955216,75.03222698,86.2552522,1
613,2.306297327,5.756438251,1.761584715,74.93202155,78.07323024,1
658,2.613012547,7.390181899,3.069503339,76.34255798,87.8474422,1
884,2.286296194,11.47889099,2.494915059,76.98549031,80.8921024,1
874,2.707494128,7.566030691,2.025856899,75.23421848,71.24147064,0
768,3.930075806,8.669401284,1.477826486,76.45760825,74.76368522,1
509,4.205847732,4.837473349,2.154952623,77.51850538,77.97590179,1
1101,3.768243683,7.603122191,2.460417698,77.58259726,86.81359998,1
712,2.488927695,6.077248022,2.020301247,76.52161916,87.46633328,0
1538,1.887550227,8.339653558,1.192507276,76.50176316,84.45097548,0
396,3.502444062,11.75985751,1.726092566,77.97562197,77.27833542,1
479,4.612232852,6.274220184,4.158132291,81.53535278,81.03883923,1
651,3.032999588,5.965318611,2.428607033,77.41850038,79.09857705,1
1169,3.151479367,10.44517098,2.76279662,74.0820746,77.76883687,1
441,5.480846937,2.612641544,2.707712803,78.00263828,75.55179586,1
929,1.937725338,5.647741037,1.166758975,76.45884358,78.04623293,0
1411,3.518328735,4.158887017,2.044415806,78.0238853,86.24302652,0
606,1.793985717,8.889421379,1.372721104,75.71409808,75.84217058,0
409,2.27994381,6.168619028,2.689318983,77.63337761,73.99291013,1
362,2.690016412,9.815306139,1.624894412,77.9816315,83.93435876,1
453,3.079324621,8.347690739,1.807234187,77.36653898,86.84591786,1
704,4.716561312,7.273390696,2.147281553,75.49029785,73.26872154,0
680,2.643239982,3.48821847,1.436856892,77.40550059,73.27034535,0
1050,4.72714399,3.978103099,1.046323299,76.38262277,83.19783032,1
467,2.293460591,6.479747471,1.576227163,78.34570059,68.35680898,1
768,3.823979476,7.787524431,1.37530975,80.64719001,77.86305026,1
896,2.726267962,4.944197668,3.175727915,79.49372264,83.05596757,0
452,4.826599085,7.299444309,3.153482141,74.90739713,82.74706188,1
547,2.258771053,6.162557782,2.648198292,83.8853336,76.17060178,1
1406,4.148209894,4.905386858,1.242844191,83.80939908,89.86428537,1
694,1.757083453,7.696475477,3.39088949,78.94441629,88.18194836,1
498,4.27398118,5.117908193,2.016983481,74.52986308,87.95347265,1
880,2.990929697,7.762247853,1.817568945,75.96923066,80.53392412,0
861,4.611772966,2.21946084,1.376334545,78.10178064,80.81299996,1
969,3.089365822,4.791322389,1.47568253,77.74857041,71.37663477,0
833,2.893360434,6.297551405,2.37144078,82.33641952,73.32041399,1
644,2.361452977,7.39239649,1.583771432,77.69768209,88.55542809,0
485,5.064590092,5.412463655,3.460881491,76.17167026,78.30481721,1
471,3.270046736,3.500892225,1.274407963,75.30086479,82.39371336,1
836,2.257908521,7.954665127,0.906471298,76.98901941,81.27715764,0
672,4.856662044,4.163658342,2.311244795,76.01928875,78.8896515,0
652,3.251323516,4.77960985,1.037455438,77.38110676,81.76319208,1
782,2.813561872,4.541866916,2.901841906,78.55301616,72.34577839,1
476,2.649686496,4.161548847,1.703112786,78.77338777,75.59906801,1
752,2.47820672,10.76832661,2.205532153,75.57370584,78.45055585,0
996,4.08779172,5.270020303,2.83699313,77.56485109,89.11728103,0
413,2.585994656,16.66110852,3.462777341,77.2710885,85.93130527,1
633,3.571401178,8.427299766,1.80902986,75.31668181,77.29561795,1
423,2.4343859,4.417115428,1.208349625,78.96838806,82.21695928,0
655,2.244336272,5.605342099,4.780966182,84.94891357,75.13000287,1
521,4.246982994,6.034658286,2.910484638,74.82949667,69.66208256,1
564,3.785006011,5.30742772,1.521325193,77.03311945,90.15352136,1
1333,4.35959856,6.778024727,1.105227606,76.8706195,67.74212176,1
1670,3.833431654,6.503344844,2.539225124,77.17608656,81.97410078,0
459,5.29446947,11.04506405,2.043475243,82.51987864,86.25193389,1
461,2.316227064,12.82512165,1.575178731,77.3353738,81.67302627,1
962,4.929058422,10.61337902,1.60748637,75.07258625,88.23911484,1
718,2.191966788,6.995041887,5.062812806,76.76250123,75.89905203,1
430,4.495505889,12.87556147,1.435589213,76.02259506,85.10806735,1
825,2.534809838,4.373351919,1.433452632,79.18062775,75.07735207,0
710,3.064508565,6.918580714,1.233467375,79.36619809,80.30780403,1
681,4.925004234,9.157327746,1.932960189,74.6337266,75.35707556,1
656,3.996315671,6.159950405,1.840356193,80.98567573,77.55843315,0
600,3.270651232,8.555373063,2.717853264,76.19606475,78.92655088,1
851,2.470532031,5.620694722,3.630310925,83.18228702,74.11915062,1
500,2.127882292,9.161990859,2.741600256,78.02171172,93.59609989,1
1248,4.175918738,0.928295933,2.994287285,78.47036158,75.12180641,1
1562,3.562175973,7.084568475,1.055359015,79.08178824,76.9357418,0
939,3.889374671,7.727791837,2.763929115,83.54195556,85.66732186,0
872,2.722898819,9.226531415,2.463090114,76.85992247,69.86348268,1
549,2.929696733,3.826892433,1.977592336,76.90256356,74.91295047,1
595,1.938494874,5.100314195,1.589054262,74.28062543,66.50743266,0
592,4.544101366,4.610141713,2.394447581,77.33609081,88.37328302,1
910,3.261277528,15.66056022,2.15629856,76.44189428,71.1094436,1
910,2.134432731,7.400798164,1.222093253,75.9578584,88.37403825,1
468,1.993287304,5.272371558,1.654886524,77.09791476,83.17129703,0
425,3.047718665,5.936640716,2.566693617,75.83761244,66.11575554,1
763,3.447451451,7.15440378,2.960019561,74.89988915,72.98113124,0
1045,2.749453277,6.422872779,1.437082406,77.2045225,70.87909159,0
575,4.079609507,6.072607002,2.519119267,76.21941969,80.82346506,1
1527,4.783457642,7.089201542,1.634887851,77.46056471,79.86920944,0
1191,5.482784687,4.512002009,2.948047155,76.63826756,71.37304545,0
438,3.1564516,6.957038715,1.465370737,78.35501984,69.36337531,0
871,3.051823515,6.327304453,2.416372547,76.78830896,70.69809901,0
640,3.302557655,12.05199502,3.266599341,76.67975346,84.32669713,1
702,2.728290881,9.422307532,1.627054397,78.01080162,73.69205053,1
652,2.557238401,5.925639707,2.115827314,75.09480123,74.25638294,1
880,1.244947875,12.9529414,1.672969299,75.0904854,73.06966567,1
874,3.370065073,6.593013754,2.059572012,77.29203129,80.2984332,1
594,2.053439268,3.706958623,1.824768514,76.82088245,74.13004931,0
634,3.505142465,7.167420637,2.440673431,78.11832967,80.72046311,0
581,4.426032921,8.124154292,1.348773109,76.26178432,77.07615061,1
838,2.881764658,13.32514981,4.403228775,77.39121106,77.74497663,1
801,4.165308131,2.003887133,3.282646158,77.50001132,81.79433362,1
566,3.694183966,6.398189859,3.260986351,77.88759469,85.12973118,0
741,2.447424608,6.090254632,2.395302331,74.00512258,74.62781131,0
780,2.193938569,4.843368036,1.587775062,74.32491563,70.87673949,1
748,4.474578449,3.96255438,1.999295345,77.60220265,66.49411005,1
840,2.754944469,4.341184138,3.283377231,74.2283077,72.85575484,0
980,1.90622725,4.292200308,2.613538,76.30970403,83.86613705,1
539,3.535760416,7.932117988,2.609027916,81.11608884,85.75953426,1
869,4.066987905,19.71728051,2.055563047,78.81523008,80.70040934,1
582,5.567481428,5.759133265,0.957498014,77.46902322,79.18215383,1
683,2.584283665,4.602320919,1.125438418,76.61838273,80.97870891,1
591,2.741934938,5.502254073,3.725088941,75.10319154,69.27599168,0
700,4.261619151,9.706396934,3.973765468,75.90437808,80.00676003,1
850,4.103999205,8.798102333,3.093088591,75.90123204,90.5216505,1
1012,3.198034348,2.169527972,3.043821554,75.99711944,79.63987179,0
639,4.75231534,13.47851352,1.652366209,75.54579226,80.89647529,0
1513,2.574377229,1.347845098,2.197972427,75.69997849,70.18500064,0
1723,3.589429343,13.12423608,1.733238182,85.18520369,79.16529977,1
483,2.170018205,5.710811204,2.251067417,78.21619313,82.57104873,0
757,4.353885928,8.399036535,1.483134218,74.84560205,78.2835742,1
469,4.269713004,13.51455793,3.075867987,76.04425743,85.0493169,1
701,3.267495821,8.085495489,5.466736271,76.05247302,74.57456491,1
706,3.795246097,12.0208984,3.014193114,78.05907234,82.2584805,0
727,4.394653832,4.184298669,1.59988847,81.93471313,87.29015096,1
843,2.364320179,6.175807785,4.723807519,81.8691948,82.9842842,1
621,2.966153889,5.18134031,1.855006466,77.14368133,80.26864971,1
495,2.049489829,3.295601526,0.805145305,75.4951468,70.83153048,0
870,3.296781251,7.924853405,1.223904232,78.24783212,75.14717262,1
546,3.010989416,8.684084708,1.653695052,86.72938049,75.40523676,1
2172,2.500947829,6.487192259,1.782569656,77.49101836,87.57153836,1
734,2.085932371,9.150089859,2.524636767,75.62536435,76.50366087,1
625,2.084791985,6.201095861,3.192150479,76.31840951,77.4245155,1
541,2.201126885,3.40253059,2.401512721,80.25696799,74.35490596,1
649,3.15734273,2.403212327,1.127596502,78.41389059,75.15250076,1
528,2.727097296,5.900657774,2.846239925,81.39673349,83.60683934,1
577,2.07957576,6.296117041,2.088486605,77.41735627,82.03764549,1
688,3.109486756,5.098717365,2.635666538,77.48110996,76.48901745,1
720,2.905585531,5.107636787,1.506340268,75.62448425,77.25215717,1
483,2.733115379,12.68387312,2.74152951,77.6954749,73.99114662,1
769,3.180792611,11.3431475,2.447750876,75.01150345,81.45455613,1
449,2.549285704,4.350933155,3.233813178,77.40213272,80.48428177,1
848,5.13861001,6.154560427,1.070162187,76.19328562,73.17825976,1
663,3.84684094,5.339451241,1.919503149,75.8993363,78.21891551,1
533,2.621538787,4.270849883,2.762581004,77.08843238,83.21525312,1
1348,5.530937937,3.619917196,1.241993341,75.01754864,76.59710683,1
434,4.793285009,7.449600561,2.455851557,76.07027341,71.73887074,1
855,4.204127307,5.803509917,2.422218008,76.67110095,74.63699277,0
901,3.647157125,7.247534626,2.265176674,76.34927047,82.09461783,1
1547,5.295897858,4.484989816,1.191805561,75.76470593,83.74958188,1
1280,2.983731999,7.221169887,3.227294347,77.25404267,77.46043378,1
758,2.1104037,10.37284309,5.133448494,75.54099883,79.10625172,1
938,1.454019014,5.327035829,2.620345735,76.57180809,87.76036381,1
376,2.410667972,6.560829792,2.277963703,86.28221755,87.76753123,1
366,1.914013029,3.342204143,3.14399891,76.43742902,75.72328295,1
711,3.702319942,7.602596882,4.997863219,75.40036091,86.26418481,1
1032,4.093037896,10.72870917,2.910337969,77.12834422,89.39961219,1
989,2.787772388,7.830286302,3.7068095,76.91907636,75.23821485,0
519,5.241496136,4.874745643,2.601024647,76.48539604,70.44076513,1
1597,2.43293838,10.11243797,2.895931218,74.91394493,83.3739526,1
670,3.582637961,7.936887827,1.753894646,76.84773419,75.65928207,0
754,4.462386854,4.851295397,3.108629075,75.87919856,77.0934344,0
892,2.731918237,10.72101474,2.452784834,76.43560548,80.65117182,0
726,3.818310694,3.965106911,1.638432998,77.41525407,83.9836068,1
955,2.303127424,5.348903719,2.610321012,75.67499501,76.19507669,0
1072,3.7799421,8.900901625,1.711279503,76.89103027,74.12239318,1
1163,2.540058127,5.846760063,5.240944834,75.6498679,80.35738803,0
816,2.09186483,5.492528314,4.013719385,86.94474401,74.04399548,0
644,2.903488973,4.182240606,4.089486969,77.47123756,74.27488276,1
331,3.096916585,4.373684393,1.590568593,79.91550753,91.66130266,1
638,1.940204885,1.725983559,2.558749129,76.64167976,69.90564495,1
1068,2.355818579,5.147027937,3.865418591,73.48386263,78.52466967,0
913,3.894892263,6.857457298,1.94342011,78.17455995,71.86277484,0
631,2.670720739,6.217904515,2.189729485,77.78523104,71.54636788,0
603,2.389305272,3.936474153,1.569414623,76.44631932,76.0343309,0
673,2.692391107,1.917261743,2.27799616,77.46301321,79.45766609,1
348,2.436801422,6.315908273,2.492305758,78.07118673,76.0875902,1
541,2.642585505,4.481334179,1.873093758,85.24601015,83.82104138,0
586,2.149794893,6.678847307,2.932461983,74.94187227,68.48579883,0
661,1.920490164,5.937084873,1.303615863,76.30157782,85.30082663,1
677,3.090164509,3.205764806,2.916620263,78.48334064,77.42488568,1
691,4.271129967,5.459063643,1.890254409,74.86250708,84.75088683,1
827,5.244612536,5.06086313,2.663997711,76.3756928,82.82319137,1
971,2.654536099,6.267747927,1.698233801,77.39332232,72.31707059,1
1030,4.024008669,15.85783974,2.001810224,73.68625057,72.25153315,1
555,3.714615456,5.704749107,4.428242782,74.43208499,79.5309365,1
666,3.757700772,7.838767195,2.775466889,75.86384691,79.58938243,0
849,4.295417584,4.552237681,2.286317561,84.35006519,72.0784778,1
637,2.106891918,7.95537625,1.710379528,82.8916108,74.93113496,0
1258,2.63019014,7.345683836,2.658369133,76.08318252,83.10533849,1
445,2.03829743,6.157711105,1.836834039,85.57003665,78.4939601,1
412,3.09915399,8.285472497,1.255494308,81.35914762,78.59086436,1
994,2.740775376,9.54807992,0.910408713,76.28882458,76.64298326,1
434,2.941586162,4.513430967,1.578581901,75.4019915,80.81413702,0
722,2.177240338,4.501624281,2.454676896,77.37304102,87.79413773,1
1170,1.769214471,4.122819139,3.067950397,77.83678168,84.43820162,0
383,1.96136424,5.851852714,3.339045381,85.79271677,88.1288038,1
894,2.384690873,11.95394705,2.540716695,78.13017832,76.66415109,0
824,2.356740806,4.7228697,2.652284306,76.26834874,89.97589927,0
869,2.51062657,10.88753759,3.398556064,75.90749608,81.4505711,0
617,2.990709605,6.54901514,6.197552294,76.4049741,84.03318673,1
385,2.303946448,5.597797716,2.922222679,73.65723013,72.44794178,1
941,2.391208371,8.355949286,2.031717635,85.07189268,80.13764512,0
533,2.677956739,6.501154269,3.084251173,86.29321258,71.01690969,1
498,2.647142614,7.629403017,1.249165971,77.40551031,72.43087331,1
402,2.056296676,4.866862267,1.107043035,73.41521503,75.10763318,1
437,3.947858364,2.882313321,1.428724073,77.28360472,82.67852343,1
672,2.833776601,6.490907078,2.697833986,76.50351216,77.76738574,1
675,2.092766746,4.621425981,3.068892191,74.57549761,80.44147059,1
354,2.069395903,13.65316841,3.017228361,76.18129111,78.71882878,1
505,3.83936007,15.54345806,2.303014812,78.51112558,78.10053285,0
901,2.691697349,7.235897474,2.965274191,75.75115109,81.46787355,0
453,4.205609709,5.788522962,4.07002528,78.03938091,79.05204859,1
880,0.815041676,5.896636801,2.344363378,75.78358989,75.0842221,1
986,2.18011517,5.371551262,2.788925388,77.08229976,83.88973329,0
519,3.87785219,8.280679333,2.263696886,80.72269571,79.81402776,1
867,4.068141717,7.335128012,3.402597609,88.16930175,85.64820484,0
702,1.984818353,6.314650101,3.797734269,75.39121363,87.51129709,1
416,3.995467728,6.513173146,3.426233277,77.53275045,82.49542872,1
670,4.939179993,8.057541861,2.458922217,75.49681036,74.34054532,1
548,2.400381098,10.26166551,1.385462662,83.69476863,81.36264013,1
970,2.444293883,3.393820484,1.976380541,77.71385193,75.85218022,0
959,1.372415793,8.884082578,2.820706825,77.29882433,71.78439789,1
563,2.951490743,5.945932057,1.225631667,76.8107505,81.06369821,1
475,3.044201394,2.161968572,2.517388454,76.33001644,77.34174294,1
631,0.908081161,6.190282917,2.178132295,75.84494004,71.72635162,1
754,3.331464377,7.071097027,4.732130775,75.19487069,71.67826532,0
840,2.567442847,5.662242044,2.799482065,74.88830022,83.30330809,1
889,4.439475864,6.919499616,1.747961553,84.69768684,82.8489192,0
800,3.629187236,7.451793733,1.11141711,79.05304445,78.36849315,1
902,1.850996749,4.514291022,2.342351457,73.89413456,81.936728,0
937,4.625205826,9.729380648,5.158255127,74.1682709,73.80742936,1
1172,4.56953825,6.162248304,3.303369377,73.84495353,81.9630722,0
873,4.294283268,15.77631317,2.157724277,75.36186586,69.31719392,1
722,3.56475197,6.563017472,1.809945183,76.70006515,71.70070121,0
562,2.825277759,6.048096944,1.689179786,77.26119869,76.62288601,0
782,2.438570619,9.559822233,2.549857289,78.39245529,75.07317248,1
1280,4.13093735,3.889556765,2.783176684,82.34127626,77.74669765,0
910,3.924831981,3.956644208,2.489387612,74.88088757,84.51589066,0
388,3.805247861,4.40518503,2.362915006,75.94664013,74.03461623,1
1404,4.746167571,9.266251711,1.0278354,75.92537464,84.49509372,0
484,3.807249953,7.708114096,2.56784097,76.41972968,71.83194329,1
576,3.462210519,6.808918945,2.147551918,85.44915136,85.23578632,1
1424,4.284749851,8.910158342,1.466327091,77.44001684,84.31513075,1
924,3.362099334,10.69945118,2.505095894,77.27241338,69.24142157,1
814,2.7384961,11.00894384,1.02406689,78.45536076,69.9047298,1
627,4.159419178,5.373572077,2.715349454,81.49719951,73.26109123,1
868,4.078533211,4.7822964,1.511601205,76.22496257,86.01725305,1
464,2.106134445,5.862031891,2.292161993,74.0000777,67.44773606,1
468,2.76236079,8.674779714,1.115799347,75.66749402,68.24862112,1
1015,3.789553308,14.99540872,2.217719964,76.61483624,75.11072284,0
1202,2.705237843,6.654447136,0.090247272,78.01472384,72.03724807,0
727,2.78321399,6.17448557,4.656078524,76.72971455,79.35504611,0
1031,2.05374733,7.937033858,2.689490369,78.43244542,82.26671623,0
867,3.078749338,6.485742545,1.721776975,78.39497207,83.14948143,0
884,3.016877258,1.994651941,2.92248059,77.98272354,78.40963479,0
1175,3.094842013,9.641655488,1.37864413,88.00523222,75.36739856,0
912,4.861069342,6.014627929,1.961566621,76.60881324,76.2367797,0
674,4.212939066,10.63893832,2.032316356,75.83240424,77.59318969,1
647,2.525462614,6.500879167,0.985050256,77.38444221,83.90503488,0
1088,4.248710207,6.233894905,1.494814298,78.50860563,89.79987293,0
582,1.950661668,3.359694174,1.350213681,76.63717565,86.27528156,0
629,3.708531928,5.802770441,3.16997605,76.42546233,76.9587162,1
1069,3.19307457,6.16624304,1.343401189,78.22377112,75.72121448,0
554,2.50005777,4.154523737,2.264125354,80.73033261,74.37765775,1
846,2.996517315,6.932775913,3.135656166,78.09592674,68.76838473,1
468,2.793138675,8.075088438,3.007961727,74.99993311,88.08550307,0
954,4.622348826,3.621802575,1.038390465,77.65673625,80.95067863,0
923,2.366276599,9.08098646,2.81202169,84.46079058,84.3342545,1
747,2.559534122,2.999459242,2.034953724,77.78439069,74.8977179,0
1059,1.233211584,13.46346531,1.216273909,77.07241114,88.46824085,0
935,4.679117137,6.649321256,2.839096476,75.47779904,85.81398224,0
1022,4.060728703,9.042746481,2.480299458,77.65018142,74.7241873,1
743,3.601796381,4.91481328,2.640711111,75.68831674,90.18116869,1
574,3.361238039,8.215114189,1.406706421,76.69206376,75.10726314,1
427,2.912701987,5.374969693,3.387337932,76.32005597,77.08504591,1
892,4.758550561,8.222139798,1.436514171,74.64572248,76.39128389,1
505,2.803163135,5.46661601,3.003559433,83.47846178,71.72422956,1
544,2.517851332,7.275626704,2.657825569,77.37671507,80.27776861,1
1168,1.890517436,3.894231096,1.842436594,78.15795681,87.18967365,1
1556,4.786442381,7.678463364,4.029723383,78.77449533,71.27344962,0
538,3.892534561,4.865880004,2.812986293,76.16086431,75.15504504,1
647,4.508660721,5.878317724,4.672294501,77.42443007,85.76651819,1
1164,4.262674584,2.352956391,1.750266338,76.83401094,91.88916509,0
633,2.486120136,8.397869748,4.448082464,75.01671943,75.673037,0
964,4.218902271,4.989088707,3.577468311,78.51466456,83.62549599,1
421,4.05803615,3.559132556,1.495241129,76.83518937,71.35312887,1
929,2.177836254,3.336818764,1.660504435,77.20544448,79.51365902,0
511,3.250110319,7.247295993,0.812885493,75.3857353,65.53458021,1
1521,4.184503225,6.73725678,2.019259385,77.6763855,76.17671097,1
881,4.784263586,9.017039746,0.868106911,80.65231706,67.28547335,1
656,3.001340265,5.105646317,1.614635996,75.63930854,86.25978976,1
821,2.928228438,9.526022586,2.822655272,76.74972928,77.27587095,0
1035,3.780475275,15.36371482,1.469686021,77.50650014,75.12054647,1
404,3.146231142,7.48845814,2.465734094,87.308649,79.45157047,1
589,1.910586202,3.981069373,3.050805525,77.7638732,75.20773736,1
699,2.769152018,5.913010437,2.89849321,82.05055106,74.9694846,0
540,2.753291729,6.607713134,1.560323931,77.43637739,83.64457571,0
1221,1.219116699,6.713032729,2.683287242,81.42921433,85.93512912,0
375,3.070650754,4.382577011,5.662660222,87.30647088,84.20808135,1
883,2.55122238,7.37303742,5.356981179,83.20851421,90.67738544,1
631,2.785954328,4.438848292,1.249687005,77.44810938,79.89742951,1
971,2.624801054,7.347137334,2.515267862,75.25058456,77.40224414,0
484,4.247630981,4.19189898,1.514894924,76.89737747,71.01255841,1
590,2.456423612,6.183544437,2.501558643,73.60650924,83.77539753,1
596,5.414623123,8.182892466,4.35762798,78.02984852,89.4000476,0
1287,3.286073762,7.13994957,2.105502958,78.12338394,69.31268946,1
691,4.385138496,4.725318952,2.560566277,77.11380814,76.61743077,1
1163,2.849567246,6.23086357,1.209945833,78.71796627,76.69681825,1
883,3.271646521,0.012639849,0.511699536,78.90067605,82.03925667,0
1101,2.70897598,5.858343004,1.690492993,76.49197691,84.8007114,0
717,3.032738771,3.310922271,2.522970459,77.9289302,91.1330497,1
648,2.548221148,3.569145033,2.786254716,79.08998097,82.50128738,1
666,3.361504307,8.263276331,2.865876834,78.27112427,84.12142322,1
501,3.67406453,4.099890523,0.857548338,77.40669105,77.86535089,1
595,0.467567579,5.121254944,4.130334108,74.41943614,71.92179966,1
519,3.153566742,5.771361572,1.55827643,75.05807106,77.34065667,1
507,2.725479868,6.458173058,4.572432527,87.44843431,75.51585864,1
800,2.560983858,8.359222218,6.006193044,75.96983117,73.01916443,1
899,4.137356131,7.294251522,4.214180244,76.65863741,85.25917215,0
607,2.689848205,5.103257521,2.219868033,76.52744256,73.37575635,0
620,5.697020668,6.108225201,2.701832553,75.95133547,79.16137641,1
538,4.322698979,7.394341134,1.113279032,76.54643329,78.71861517,0
1593,4.68930648,5.714728156,1.446282951,77.5743641,85.93069928,1
751,3.308224014,8.015375194,1.999602105,75.32844629,74.49373739,0
977,2.96012712,6.713015302,2.424567788,77.80767377,71.4892289,0
395,5.09106978,6.975978999,1.87292454,77.82495186,77.69751343,1
472,4.369731375,8.283741938,3.484781065,76.5220111,66.0597898,0
1536,4.055518054,7.949809911,3.095080968,75.7468248,85.25048417,0
493,3.303555667,4.39860301,1.629161329,84.932563,78.69598637,1
600,3.107037932,2.244979265,1.759782044,75.22160404,75.525092,1
675,3.427437985,5.75603778,3.392343644,74.75095337,75.85563992,1
723,4.184354699,6.977155048,1.586604415,80.56821868,72.38168446,0
500,4.441330161,8.36630374,2.695653409,84.98272902,85.39879248,1
475,2.252152672,9.32067384,1.2488697,75.46110087,87.50891356,1
820,4.150015411,3.82659959,1.456527621,76.11809827,73.02400666,1
612,4.124937225,5.37097166,2.311121532,77.63064753,89.00848494,0
417,4.05191944,8.16853262,1.418476767,76.44702341,78.81743708,1
711,2.079316567,4.508367666,1.412825967,76.7608105,91.73736341,0
930,4.039025106,7.941887952,2.71623282,81.6593846,68.63921309,0
957,2.847816329,5.98828533,1.342867671,76.59803338,84.65862057,0
707,2.052993775,4.940157128,1.396389701,77.44489584,83.65448098,0
1489,2.654812973,12.81551545,1.602904878,81.27457536,89.61290189,0
569,1.658725065,6.259240957,1.438290937,85.14391259,73.90742806,1
638,2.615483227,5.068611923,1.236515575,76.02573758,73.06879373,1
619,3.78363758,6.541624455,1.471292936,87.32935923,74.40601318,0
430,2.807493115,4.429652329,3.405870218,75.20734255,83.2721859,0
